persona_id,community,population,social_vulnerability_score,access_to_resources,question_id,option1,option2,priority_choice,ordered_pair
P095,Community 1,5000,0.7,0,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P095,Community 1,5000,0.7,0,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 2']"
P095,Community 1,5000,0.7,0,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 1']"
P095,Community 1,5000,0.7,0,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P096,Community 1,5000,0.7,0,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P096,Community 1,5000,0.7,0,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Power Residential in Community 2']"
P096,Community 1,5000,0.7,0,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P096,Community 1,5000,0.7,0,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 3']"
P096,Community 1,5000,0.7,0,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Commercial in Community 2']"
P096,Community 1,5000,0.7,0,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P096,Community 1,5000,0.7,0,Q007,Repair Water School in Community 1,Repair Power Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 3']"
P096,Community 1,5000,0.7,0,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 3']"
P096,Community 1,5000,0.7,0,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 1']"
P096,Community 1,5000,0.7,0,Q028,Repair Water Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 2']"
P097,Community 1,5000,0.7,0,Q006,Repair Water School in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water School in Community 1']"
P097,Community 1,5000,0.7,0,Q021,Repair Water Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water Residential in Community 1']"
P097,Community 1,5000,0.7,0,Q001,Repair Water School in Community 1,Repair Power Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 1']"
P097,Community 1,5000,0.7,0,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P097,Community 1,5000,0.7,0,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 1']"
P097,Community 1,5000,0.7,0,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P097,Community 1,5000,0.7,0,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Residential in Community 2']"
P097,Community 1,5000,0.7,0,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P097,Community 1,5000,0.7,0,Q005,Repair Water School in Community 1,Repair Water Commercial in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Commercial in Community 2']"
P097,Community 1,5000,0.7,0,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P098,Community 3,20000,0.2,2,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P098,Community 3,20000,0.2,2,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P098,Community 3,20000,0.2,2,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P098,Community 3,20000,0.2,2,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Power Residential in Community 2']"
P098,Community 3,20000,0.2,2,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P098,Community 3,20000,0.2,2,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water School in Community 3']"
P098,Community 3,20000,0.2,2,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 3']"
P098,Community 3,20000,0.2,2,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 3']"
P098,Community 3,20000,0.2,2,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 1']"
P098,Community 3,20000,0.2,2,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P099,Community 1,5000,0.7,0,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 1']"
P099,Community 1,5000,0.7,0,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P099,Community 1,5000,0.7,0,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P099,Community 1,5000,0.7,0,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P099,Community 1,5000,0.7,0,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 3']"
P099,Community 1,5000,0.7,0,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 3']"
P099,Community 1,5000,0.7,0,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P099,Community 1,5000,0.7,0,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P099,Community 1,5000,0.7,0,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P099,Community 1,5000,0.7,0,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P100,Community 2,12000,0.4,1,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P100,Community 2,12000,0.4,1,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P100,Community 2,12000,0.4,1,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 1']"
P100,Community 2,12000,0.4,1,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P100,Community 2,12000,0.4,1,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 1']"
P100,Community 2,12000,0.4,1,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P100,Community 2,12000,0.4,1,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 3']"
P100,Community 2,12000,0.4,1,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P100,Community 2,12000,0.4,1,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Commercial in Community 2']"
P100,Community 2,12000,0.4,1,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 1']"
P101,Community 2,12000,0.4,1,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 2']"
P101,Community 2,12000,0.4,1,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water School in Community 3']"
P101,Community 2,12000,0.4,1,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 1']"
P101,Community 2,12000,0.4,1,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 3']"
P101,Community 2,12000,0.4,1,Q005,Repair Water School in Community 1,Repair Water Commercial in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Commercial in Community 2']"
P101,Community 2,12000,0.4,1,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Commercial in Community 2']"
P101,Community 2,12000,0.4,1,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 1']"
P101,Community 2,12000,0.4,1,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P101,Community 2,12000,0.4,1,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P101,Community 2,12000,0.4,1,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 3']"
P102,Community 1,5000,0.7,0,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P102,Community 1,5000,0.7,0,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 1']"
P102,Community 1,5000,0.7,0,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 1']"
P102,Community 1,5000,0.7,0,Q022,Repair Power Residential in Community 2,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 2']"
P102,Community 1,5000,0.7,0,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P102,Community 1,5000,0.7,0,Q021,Repair Water Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Residential in Community 3']"
P102,Community 1,5000,0.7,0,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Power Residential in Community 3']"
P102,Community 1,5000,0.7,0,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 1']"
P102,Community 1,5000,0.7,0,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P102,Community 1,5000,0.7,0,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P103,Community 3,20000,0.2,2,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P103,Community 3,20000,0.2,2,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 1']"
P103,Community 3,20000,0.2,2,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P103,Community 3,20000,0.2,2,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Commercial in Community 2']"
P103,Community 3,20000,0.2,2,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 2']"
P103,Community 3,20000,0.2,2,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P103,Community 3,20000,0.2,2,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P103,Community 3,20000,0.2,2,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Commercial in Community 2']"
P103,Community 3,20000,0.2,2,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 2']"
P103,Community 3,20000,0.2,2,Q030,Repair Water Residential in Community 2,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water Residential in Community 2']"
P104,Community 1,5000,0.7,0,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 1']"
P104,Community 1,5000,0.7,0,Q022,Repair Power Residential in Community 2,Repair Water Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 2']"
P104,Community 1,5000,0.7,0,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 2']"
P104,Community 1,5000,0.7,0,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Power Residential in Community 3']"
P104,Community 1,5000,0.7,0,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P104,Community 1,5000,0.7,0,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 3']"
P104,Community 1,5000,0.7,0,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P104,Community 1,5000,0.7,0,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 3']"
P104,Community 1,5000,0.7,0,Q006,Repair Water School in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water School in Community 1']"
P104,Community 1,5000,0.7,0,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Commercial in Community 2']"
P105,Community 1,5000,0.7,0,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 3']"
P105,Community 1,5000,0.7,0,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 3']"
P105,Community 1,5000,0.7,0,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 3']"
P105,Community 1,5000,0.7,0,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water School in Community 1']"
P105,Community 1,5000,0.7,0,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 1']"
P105,Community 1,5000,0.7,0,Q026,Repair Power Residential in Community 2,Repair Water Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 3']"
P105,Community 1,5000,0.7,0,Q005,Repair Water School in Community 1,Repair Water Commercial in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Commercial in Community 2']"
P105,Community 1,5000,0.7,0,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P105,Community 1,5000,0.7,0,Q021,Repair Water Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Residential in Community 3']"
P105,Community 1,5000,0.7,0,Q022,Repair Power Residential in Community 2,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 2']"
P106,Community 1,5000,0.7,0,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P106,Community 1,5000,0.7,0,Q007,Repair Water School in Community 1,Repair Power Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 3']"
P106,Community 1,5000,0.7,0,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Residential in Community 2']"
P106,Community 1,5000,0.7,0,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 2']"
P106,Community 1,5000,0.7,0,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 1']"
P106,Community 1,5000,0.7,0,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 1']"
P106,Community 1,5000,0.7,0,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P106,Community 1,5000,0.7,0,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P106,Community 1,5000,0.7,0,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 3']"
P106,Community 1,5000,0.7,0,Q005,Repair Water School in Community 1,Repair Water Commercial in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Commercial in Community 2']"
P107,Community 3,20000,0.2,2,Q033,Repair Water Commercial in Community 2,Repair Water Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Water Residential in Community 3']"
P107,Community 3,20000,0.2,2,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P107,Community 3,20000,0.2,2,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Power Residential in Community 3']"
P107,Community 3,20000,0.2,2,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P107,Community 3,20000,0.2,2,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P107,Community 3,20000,0.2,2,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P107,Community 3,20000,0.2,2,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 2']"
P107,Community 3,20000,0.2,2,Q007,Repair Water School in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water School in Community 1']"
P107,Community 3,20000,0.2,2,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 2']"
P107,Community 3,20000,0.2,2,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P108,Community 3,20000,0.2,2,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 1']"
P108,Community 3,20000,0.2,2,Q005,Repair Water School in Community 1,Repair Water Commercial in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Commercial in Community 2']"
P108,Community 3,20000,0.2,2,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 1']"
P108,Community 3,20000,0.2,2,Q021,Repair Water Residential in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water Residential in Community 1']"
P108,Community 3,20000,0.2,2,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 1']"
P108,Community 3,20000,0.2,2,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P108,Community 3,20000,0.2,2,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P108,Community 3,20000,0.2,2,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 2']"
P108,Community 3,20000,0.2,2,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P108,Community 3,20000,0.2,2,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water School in Community 3']"
P109,Community 3,20000,0.2,2,Q020,Repair Water Residential in Community 1,Repair Power Residential in Community 3,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 3']"
P109,Community 3,20000,0.2,2,Q022,Repair Power Residential in Community 2,Repair Water Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 2']"
P109,Community 3,20000,0.2,2,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Power Residential in Community 2']"
P109,Community 3,20000,0.2,2,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P109,Community 3,20000,0.2,2,Q029,Repair Water Residential in Community 2,Repair Power Residential in Community 3,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 3']"
P109,Community 3,20000,0.2,2,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P109,Community 3,20000,0.2,2,Q008,Repair Water School in Community 1,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 1']"
P109,Community 3,20000,0.2,2,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 2']"
P109,Community 3,20000,0.2,2,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P109,Community 3,20000,0.2,2,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 1']"
P110,Community 3,20000,0.2,2,Q022,Repair Power Residential in Community 2,Repair Water Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 2']"
P110,Community 3,20000,0.2,2,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
